platform,source_id,employee_type,employee_length,employee_location,rating_overall,cleaned_text,vader_score,vader_label,final_sentiment,primary_theme,theme_count,confidence,themes_str,views,would_they_return,human_sentiment,roberta_label,roberta_score,text_fingerprint,executive_theme,executive_theme_method,executive_theme_confidence,override_reason
Glassdoor,65,Current employee,0.0,"Brampton, ON",5.0,good benefit environment team work great pay dont think downside,0.8844,positive,positive,T3_Pay_Benefits,1,HIGH,T3_Pay_Benefits,,,,,,a8b1e423d8b2ab6083feff9e739e88a8f76b3b3dd5f8ffdad07febccf6bbbf5e,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,66,Former employees,2.0,"San Bernardino, CA",2.0,needed job fast onboarding fast skill requirement low pay local average fun work robotics fulfillment center metric always part work experience day day optimization pa always coming give feedback make seem like matter number focus number output focus focus focus problem even though could great kept high quality maintaining speed quality really draining especially hour shift industrial environment literally sometimes none neighbor talk pas long day repetitive task thats another thing physical mental aspect repetitious task mentally draining despite regular safety meeting warning sign plastered place there much pressure increase performance consistently lot people cutting corner keep getting canned ended repetitive motion injury hand due pulling item cubby basically already covered policy there nothing grin bear recommendation educate safety policy speak loudly frequently group setting feel something isnt safe keep leadership accountable dont push physically meet number difficult youve got bill pay worth long term mobility health build skill find work another company respect body protective youre losing connection worker allow union people feel safe work build career,0.573,positive,positive,T1_Physical_Degradation,5,HIGH,T1_Physical_Degradation | T3_Pay_Benefits | T4_Supervisor_Inconsistency | T5_Bathroom_Dignity | T2_Nepotism_Advancement,,,,,,cc7a61af50c5d0325552cd64bdbd14f4df29cf14fa91d76d26df0bce6fe9a821,Workload & Burnout,Direct pipeline map,HIGH,
Glassdoor,67,Current employees,2.0,"Bellevue, WA",3.0,good work lot learn much work work life balance,0.4404,positive,positive,T3_Pay_Benefits,2,HIGH,T3_Pay_Benefits | T1_Physical_Degradation,,,,,,ba046837d188ca5ab7acd753568cec758c9c042965c78c8e1ff42b9b698dd1e6,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,68,"Former employee, less than 1 year",1.0,"Portland, OR",3.0,good pay shift option benefit able train well employee,0.765,positive,positive,T3_Pay_Benefits,2,HIGH,T3_Pay_Benefits | T4_Supervisor_Inconsistency,,,,,,c65e7a11538c6424119d5c013122fcfb46d01caf0a25d0366eeec19fa771e20f,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,69,"Former employee, less than 1 year",1.0,"Etna, OH",5.0,benefit amazon atoz app worked great thorough simple work repetitive made time fly decent bit people didnt speak much english would hard communicate sometimes everyone helpful needed hire back didnt know gone regret leaving,0.8893,positive,positive,T1_Physical_Degradation,1,MEDIUM,T1_Physical_Degradation,,,,,,c0c2a35dfc36055c1c0bb4c3c5b2d14464c5c57d82c0570e26c2de0f878c14ed,Workload & Burnout,Direct pipeline map,MEDIUM,
Glassdoor,70,Former employee,0.0,"Tampa, FL",4.0,good pay benefit intern since site hour may get night shift,0.6705,positive,positive,T3_Pay_Benefits,2,HIGH,T3_Pay_Benefits | T4_Supervisor_Inconsistency,,,,,,65e85dd83a22eb5c2a004a8be149e048392a413b0b0c2521b52ab8cb0026400b,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,71,Former employee,0.0,"Brampton, ON",2.0,daytime hour good worklife balance nighttime shift absolute mess,0.1027,positive,positive,T3_Pay_Benefits,2,MEDIUM,T3_Pay_Benefits | T4_Supervisor_Inconsistency,,,,,,e6a24bf213874f3c1253bc3a3ad39892c6c62d6dd4ea3fadc21f20e66da20053,Compensation & Benefits,Direct pipeline map,MEDIUM,
Glassdoor,72,Former employee,0.0,"Spokane, WA",4.0,hand work real experience managing associate overwork intern like associate dont differentiate advocate work,0.6908,positive,positive,T4_Supervisor_Inconsistency,2,HIGH,T4_Supervisor_Inconsistency | T1_Physical_Degradation,,,,,,4fc2ff9308efa2495ceae2537df1e6a2e71320d2c3d5fdd4065ffd6f64180c45,Management & Communication,Direct pipeline map,HIGH,
Glassdoor,73,"Current employee, less than 1 year",1.0,Paderborn,5.0,fixed hour parttime fulltime available pay overtime,-0.1027,negative,negative,T3_Pay_Benefits,2,HIGH,T3_Pay_Benefits | T4_Supervisor_Inconsistency,,,,,,38d4a11d67886b0a0e443786a7eb20c31a273d2d45a3ecb5062e329f286af64d,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,74,Former employees,2.0,"Brampton, ON",5.0,provide healthy salary every six month salary hike good benefit ask difficult target internal politics still exist listen employee,0.7269,positive,positive,T3_Pay_Benefits,2,HIGH,T3_Pay_Benefits | T2_Nepotism_Advancement,,,,,,98db04fa29598a99c7d58b5e005c36e3200c0b6d42348a1c7663f38862bf4fe8,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,75,Current employees,4.0,"Delta, BC",4.0,good schedule good pay heavy work load long shift,0.6597,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T1_Physical_Degradation | T4_Supervisor_Inconsistency,,,,,,6f86c3586f71da83f6826652c1af67e5e23cc7f6c9cd6ca676588a272671f4a6,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,76,"Current employee, less than 1 year",1.0,"Gateshead, England",5.0,good management best work culture nice colleague shift pattern break timing team lead,0.872,positive,positive,T4_Supervisor_Inconsistency,2,HIGH,T4_Supervisor_Inconsistency | T5_Bathroom_Dignity,,,,,,5990efb86c39f37911d5c82dcaf8771d8ab0a13f1cb7327c1340fb6834773093,Management & Communication,Direct pipeline map,HIGH,
Glassdoor,77,Current employees,4.0,"Delta, BC",1.0,job paid bill make really appreciate working somewhere else cared increasing productivity people whoever coined equality opportunity employee need look definition save physical mental well look employment elsewhere focus taking care people driving productivity acknowledge successful,0.9633,positive,positive,T3_Pay_Benefits,2,MEDIUM,T3_Pay_Benefits | T1_Physical_Degradation,,,,,,cdd78a18401be4c5e0b8c006b490b17f5b295343c7751754e4d04f4cefb43895,Compensation & Benefits,Direct pipeline map,MEDIUM,
Glassdoor,78,Current employee,0.0,"Boston, MA",4.0,want smooth start work think good idea internal promotion bit difficult may take long time,0.1779,positive,positive,T2_Nepotism_Advancement,1,LOW,T2_Nepotism_Advancement,,,,,,a120026557c3442d03ca0c5546bea698b502baa542c898786ff6259c7994473c,Career Growth,Direct pipeline map,LOW,
Glassdoor,79,Current employee,0.0,El Prat de Llobregat,4.0,horario flexible muchos plus fin semana metro tarda mucho llegar prat,0.2263,positive,positive,T3_Pay_Benefits,1,MEDIUM,T3_Pay_Benefits,,,,,,33e8f0c82b37fe7be3cad42d02fd615f94c88512d129a3ac6ea6655200a5826d,Compensation & Benefits,Direct pipeline map,MEDIUM,
Glassdoor,80,Former employees,2.0,"Chattanooga, TN",4.0,job hard people friendly helpful hour work day busy time,0.6808,positive,positive,T1_Physical_Degradation,1,HIGH,T1_Physical_Degradation,,,,,,8d668193673c779fa6ff75c4ca6248972c4b49b2156b0cb991a85de765b3d85a,Workload & Burnout,Direct pipeline map,HIGH,
Glassdoor,81,Former employees,4.0,"Mississauga, ON",2.0,fast paced challenging great learning opportunity great overall benefit day hectic hour little flexibility pay structure call culture lead internal fight show better,0.9508,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T4_Supervisor_Inconsistency | T1_Physical_Degradation,,,,,,6b0b60aa222101695cd1b2161fa849a3c193b66ff282cf48a672c45eef8f54a7,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,82,Former employee,0.0,Not Specified,3.0,simple complicated high expectation come petty drama,-0.2023,negative,negative,T4_Supervisor_Inconsistency,1,HIGH,T4_Supervisor_Inconsistency,,,,,,25b50fcecd384e6347d86f45565aeac26ec6ebba03be5d3ccc01e66a8f15d47d,Management & Communication,Direct pipeline map,HIGH,
Glassdoor,83,"Current employee, less than 1 year",1.0,Euskirchen,5.0,gute leitungen gute mitarbeitern gute arbeit gibt keine kontras für der arbeit,0.0,neutral,neutral,LANG_NOT_SUPPORTED,0,NONE,LANG_NOT_SUPPORTED,,,,,,0dd3df6adb19e6001e253e867f13e5c6c9857e81545b25231236bafba54c2151,Management & Communication,Executive override,OVERRIDE,The emphasis on leadership quality makes management the closest executive theme even though the statement is positive.
Glassdoor,84,Former employee,0.0,"Warrington, North West England, England",3.0,develops strong work ethic employee consideration human feeling within workplace,0.5859,positive,positive,T2_Nepotism_Advancement,1,LOW,T2_Nepotism_Advancement,,,,,,7423070b32781c7860e27a19c2a7b74359c2e07a218b63bacd073184a0ef4092,Career Growth,Direct pipeline map,LOW,
Glassdoor,85,"Former employee, less than 1 year",1.0,"Hamilton, ON",3.0,made mistake leaving never hard job well worth cant get rehired arent hiring last eliminate hiring freeze,-0.2066,negative,negative,T2_Nepotism_Advancement,1,HIGH,T2_Nepotism_Advancement,,,,,,f8adb89a445dc1735b9bbc72ee890042b15da268a7c35af7f65fd623a9777db5,Career Growth,Direct pipeline map,HIGH,
Glassdoor,86,Former employees,2.0,"Dallas, TX",3.0,pay bad paid weekly work like dog regardless age ability retention rate ridiculous manager always quit moved around,-0.3818,negative,negative,T4_Supervisor_Inconsistency,2,HIGH,T4_Supervisor_Inconsistency | T3_Pay_Benefits,,,,,,387dde9514a6bc0aca398e12a1dbb69d37d6a7fdef92dc7dac576dd5a5469cf9,Management & Communication,Direct pipeline map,HIGH,
Glassdoor,87,"Current employee, less than 1 year",1.0,"Huntley, IL",3.0,work friend sometimes take time job come benefit lot work body depending youre placed youre thing hour straight lifting heavy heavy box move people around get break position give equal work everyone manager favor group people,0.8689,positive,positive,T1_Physical_Degradation,3,HIGH,T1_Physical_Degradation | T3_Pay_Benefits | T4_Supervisor_Inconsistency,,,,,,ced6d90772a50666c6dd93491f1e6d789503bdb82c97da6f59166f00faea27cc,Workload & Burnout,Direct pipeline map,HIGH,
Glassdoor,88,Current employee,0.0,"Edison, NJ",3.0,make hour good pay free food sometimes receptive brain mush boring physically mentally draining,0.5423,positive,positive,T1_Physical_Degradation,2,HIGH,T1_Physical_Degradation | T3_Pay_Benefits,,,,,,377a540274f48422b57b1111525ec6f7fcdc1fecd353ef21b8d01f6e14282be5,Workload & Burnout,Direct pipeline map,HIGH,
Glassdoor,89,Current employees,4.0,"Hamilton, ON",3.0,benefit vacation tpo big load hard hour long kind,0.7184,positive,positive,T3_Pay_Benefits,1,HIGH,T3_Pay_Benefits,,,,,,f3478cc1a97c090be5151136e8f75eab7eb9cf79e69689cf0d4c1af1c2ee4982,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,90,Former employees,2.0,"Grimes, IA",3.0,money good supervisor swag buck heavy lifting safety concern dont expect care pay injury,0.1451,positive,positive,T1_Physical_Degradation,3,HIGH,T1_Physical_Degradation | T3_Pay_Benefits | T4_Supervisor_Inconsistency,,,,,,b5d78c7ce42fee20b84e2d952f289fb605b569441f8cc9b18ee0080faeeaec31,Workload & Burnout,Direct pipeline map,HIGH,
Glassdoor,91,"Former employee, less than 1 year",1.0,"Wilmington, DE",4.0,competitive pay benefit healthcare stock option opportunity career advancement skill development fastpaced engaging work environment supportive team culture approachable management job stability global company physically demanding especially peak season long shift limited break time fluctuating workload sometimes stressful noisy warehouse environment streamline workflow reduce strain peak season enhance recognition program boost morale provide better training new current associate act employee feedback improve job satisfaction,0.9201,positive,positive,T1_Physical_Degradation,5,HIGH,T1_Physical_Degradation | T3_Pay_Benefits | T4_Supervisor_Inconsistency | T2_Nepotism_Advancement | T5_Bathroom_Dignity,,,,,,5704d693aadc831cc90f5296a0abdc262050cad314ab54488bd18ed5ab0ad40a,Workload & Burnout,Direct pipeline map,HIGH,
Glassdoor,92,"Current employee, less than 1 year",1.0,"Monroe, OH",2.0,pay good thats pretty much lot drama know wan even get different roll still paid stop flirting employee trying get way,0.6486,positive,positive,T3_Pay_Benefits,2,MEDIUM,T3_Pay_Benefits | T4_Supervisor_Inconsistency,,,,,,318a7d44f3d624bfb75a95c349f725adf5b468134bc1e9405b6f0a59c9acb2f3,Compensation & Benefits,Direct pipeline map,MEDIUM,
Glassdoor,93,"Current employee, less than 1 year",1.0,"Lubbock, TX",4.0,job repetitive relatively easy learn onsite helpful job physically demanding get used isnt bad work ethic varies greatly hard work appreciated besides compliment manager,0.8915,positive,positive,T1_Physical_Degradation,2,HIGH,T1_Physical_Degradation | T4_Supervisor_Inconsistency,,,,,,edd06945c4624e66f0cf80ef257f13342b578cef7a5d8aca548d485a724ccb55,Workload & Burnout,Direct pipeline map,HIGH,
Glassdoor,94,Former employees,2.0,"Orlando, FL",3.0,decent pay type work great benefit insurance company stock educationcareer choice generous timeoff policy plenty people get know people person physically demanding keeping job depends rate rate depend waterspider may care enough workgood work make rate stay bottom stowers waterspiders indirect role really need little bit directionlabor tracking,0.9062,positive,positive,T1_Physical_Degradation,2,HIGH,T1_Physical_Degradation | T3_Pay_Benefits,,,,,,6195fb030a2b2bba416f2fabb2838c08f16699a01bfc2f87305aedacf1d51d0a,Workload & Burnout,Direct pipeline map,HIGH,
Glassdoor,95,Current employee,0.0,"Robbinsville, NJ",3.0,pay bill guess flex flex thing really annoying,-0.5256,negative,negative,T3_Pay_Benefits,1,HIGH,T3_Pay_Benefits,,,,,,71c346d5edaa2491938fa6f39ac1471521523e129d8ca3158ad7e61c53ddb8c7,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,96,Former employees,4.0,"Etna, OH",3.0,work term heavy item slow season management keep rotating,0.0,neutral,neutral,T1_Physical_Degradation,2,MEDIUM,T1_Physical_Degradation | T4_Supervisor_Inconsistency,,,,,,e566be689a4909b8766a0abcff25909e4469f0afe408ab681396847613a2a481,Workload & Burnout,Direct pipeline map,MEDIUM,
Glassdoor,97,"Current employee, less than 1 year",1.0,"Manchester, England",5.0,good nice culture need improve salary range management good,0.8885,positive,positive,T4_Supervisor_Inconsistency,1,MEDIUM,T4_Supervisor_Inconsistency,,,,,,5ee584251eb4ba8679a9ac390190405317ca057a9e0316798fbebe045aedea59,Management & Communication,Direct pipeline map,MEDIUM,
Glassdoor,98,Former employee,0.0,"Dallas, TX",5.0,benefit start day standing long period time short lunch stay cat walk,0.4588,positive,positive,T1_Physical_Degradation,1,HIGH,T1_Physical_Degradation,,,,,,5c3f42fcb519ac59cf12fbf853f818ca91fb07ab4e60febcd71e29a0015f4174,Workload & Burnout,Direct pipeline map,HIGH,
Glassdoor,99,Former employees,2.0,"Greenfield, IN",2.0,pay good time accumulating every shift nice really didnt care worker worked bathroom break like acceptable,0.7346,positive,positive,T5_Bathroom_Dignity,3,HIGH,T5_Bathroom_Dignity | T3_Pay_Benefits | T4_Supervisor_Inconsistency,,,,,,b75b036e7d8d3c19119e7c350d7248f97aa12c05d4329417ac967d9c0e51d983,Work Culture,Direct pipeline map,HIGH,
Glassdoor,100,"Former employee, less than 1 year",1.0,"Orlando, FL",1.0,simple day work week hour shift deal heat rain dont tell incoming employee youll offer bonus say sike get hired,0.5423,positive,positive,T3_Pay_Benefits,2,HIGH,T3_Pay_Benefits | T4_Supervisor_Inconsistency,,,,,,4eaa8d7c699f6e4319f49d5e0d7fee5b562f17d34f85527511ef2910a7d945a0,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,101,Current employee,0.0,Not Specified,3.0,decent pay job nothing crazy part time get min break,0.162,positive,positive,T3_Pay_Benefits,1,HIGH,T3_Pay_Benefits,,,,,,fd41a884eb39bc43c2999ed267d5795cc228207b9821e0a4671f76b21183be30,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,102,Current employee,0.0,"Scarborough, ON",5.0,gain alot knowledge ready stand whole shift,0.7096,positive,positive,T1_Physical_Degradation,2,LOW,T1_Physical_Degradation | T4_Supervisor_Inconsistency,,,,,,28e263fa954ce32a92994f5d3ca6a8b59bd9d2ac4a48ed0b70c7eb9ff8fe0c96,Workload & Burnout,Direct pipeline map,LOW,
Glassdoor,103,Current employees,20.0,"Charleston, TN",5.0,mutiple time option average health insurance option small department lot room move without moving,0.0,neutral,neutral,T4_Supervisor_Inconsistency,1,LOW,T4_Supervisor_Inconsistency,,,,,,ec26e80ba2f27f8c48a75a17c88992d09cf3d5cd24a3f9fe3b952ccec2f54603,Management & Communication,Direct pipeline map,LOW,
Glassdoor,104,Former employees,2.0,"London, ON",4.0,good benefit good pay celebration repetitive work inappropriate rule partiality,0.7506,positive,positive,T3_Pay_Benefits,2,HIGH,T3_Pay_Benefits | T1_Physical_Degradation,,,,,,2fa10eeefc2784f7e543e4340b02f3b17c27ee7ee9b59db1fefb1e9331867151,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,105,Current employees,4.0,"San Bernardino, CA",1.0,lot overtime worked hoursweek con pro website doesnt allow copy response,-0.1695,negative,negative,T3_Pay_Benefits,1,HIGH,T3_Pay_Benefits,,,,,,d10c294d4e1aa052cacb7ae5116c417f9bbc574f1e0a0042caaf1b0829a9d756,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,106,Current employees,2.0,"Sparrows Point, MD",4.0,freedom opportunity career choice decent pay physically tiring poor training enough benefit,0.7579,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T1_Physical_Degradation | T4_Supervisor_Inconsistency,,,,,,f7efe4179ef792d622668135d505071ca6bf7384311b3201f968cc5eae20f4e7,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,107,Former employees,2.0,"Rugeley, England",1.0,good manager lot overtime available cold warehouse lonely isolating job,0.1027,positive,positive,T4_Supervisor_Inconsistency,1,HIGH,T4_Supervisor_Inconsistency,,,,,,adb4b6ef2007699e5f47c6339478bf33bede2838e01a9b94a436834256340d06,Management & Communication,Direct pipeline map,HIGH,
Glassdoor,108,Current employees,2.0,"St. Thomas, ON",5.0,good pay rate associate lot internal politics amazon warehouse,0.4939,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T2_Nepotism_Advancement | T4_Supervisor_Inconsistency,,,,,,9c46a7e32e2f156e98a6425721714d058e495af2a3c236281ecd09bbcdc54caa,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,109,Current employee,0.0,"Council Bluffs, IA",5.0,good place start warehouse job temperature little chilly,0.4404,positive,positive,T4_Supervisor_Inconsistency,1,LOW,T4_Supervisor_Inconsistency,,,,,,8cbf952dd88ae5f577fdd9994473c6642fa71593b4af27b58551e008f7e34d29,Management & Communication,Direct pipeline map,LOW,
Glassdoor,110,Former employees,2.0,"Jeffersonville, IN",3.0,pto work every night lot turn monotonous,0.0,neutral,neutral,T1_Physical_Degradation,1,LOW,T1_Physical_Degradation,,,,,,26eebf27699bde09bb60e84322936476def7857c54ca4995c1fd236685a885b8,Workload & Burnout,Direct pipeline map,LOW,
Glassdoor,111,Former employees,4.0,"Goodyear, AZ",4.0,really good benefit job get overwhelming,0.7559,positive,positive,T3_Pay_Benefits,2,HIGH,T3_Pay_Benefits | T1_Physical_Degradation,,,,,,41466eadf631368700a12e951892575f401c088ac31dadfd0e7fc30d99c482f8,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,112,Current employee,0.0,"Leeds, England",4.0,easy much weight handle long shift stationed one place,0.4404,positive,positive,T4_Supervisor_Inconsistency,1,LOW,T4_Supervisor_Inconsistency,,,,,,19d7bb795894d68445675caa42f652ec66ef22d866b98bf388cec6cc3d7359d5,Management & Communication,Direct pipeline map,LOW,
Glassdoor,113,Current employees,4.0,"Edmonton, AB",3.0,good money better average job favouritism appreciation work youll get less work less give,0.8442,positive,positive,T4_Supervisor_Inconsistency,1,LOW,T4_Supervisor_Inconsistency,,,,,,8b0ff61a2ee75243fcb007737dbf337568fa438913e133a55888b8a042a64240,Management & Communication,Direct pipeline map,LOW,
Glassdoor,114,Current employees,9.0,"Windsor, CT",3.0,fast advancement great benefit high turnover much accountability long hour holiday season,0.8689,positive,positive,T2_Nepotism_Advancement,2,MEDIUM,T2_Nepotism_Advancement | T3_Pay_Benefits,,,,,,d928d395930de7c78ce0e7132b87d171c4f274b56d3f7259981d12b65084cab5,Career Growth,Direct pipeline map,MEDIUM,
Glassdoor,115,Current employees,2.0,"Avenel, NJ",3.0,simple work required rate per hour slightly unreasonable due fact item heavy total harder walk around pushing heavy cart lower rate increase pay give shift,-0.0772,negative,negative,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T1_Physical_Degradation | T4_Supervisor_Inconsistency,,,,,,51ec386102c65a4e13fed0c5ea35f3e8650fe4d6f29d5ce36ce9084fa2affabc,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,116,Current employees,4.0,"Saint Louis, MO",1.0,great benefit flexible lot different position try incase dont like main role free holiday meal year come leave work whenever want using unpaid time pto lay school offer career program although test get difficult forced mandatory extra time met day hour regular shift day hour get forced cross trained get labor share different department wether like position high expectation making rate position manager anyone lead position micromanage breathe neck always getting watched judged everyone shut minimal concern nobody care care saving behind get hurt well better pray dont amcare send doctor lie say werent hurt dont pay injury sue department strict find reason write use break time get back station sign scan something end break get trouble use break time walking break area far restroom dont forget need use break time come back break time youll get trouble human life outside work somebody child wife husband father mother grandparent robot machine use toss away whenever feel like amazon one choice make living family,0.9688,positive,positive,T4_Supervisor_Inconsistency,4,HIGH,T4_Supervisor_Inconsistency | T3_Pay_Benefits | T1_Physical_Degradation | T5_Bathroom_Dignity,,,,,,920e6f244d1dff20b97674d495971716ebcaca2a76b30c0aacf904463d821bd0,Management & Communication,Direct pipeline map,HIGH,
Glassdoor,117,Former employee,0.0,"Orlando, FL",3.0,lot hard work care number,0.4767,positive,positive,T5_Bathroom_Dignity,1,LOW,T5_Bathroom_Dignity,,,,,,ebf15dfd8070904632e0ae06ed3fa457dcd7d083a9b7093df9771d95b647c9b3,Work Culture,Direct pipeline map,LOW,
Glassdoor,118,Current employees,2.0,"Ottawa, ON",5.0,good base pay health benefit paid vacation work heavy sometimes need physical strength,0.8271,positive,positive,T3_Pay_Benefits,2,HIGH,T3_Pay_Benefits | T1_Physical_Degradation,,,,,,b74847dfa843bc989a18bf94d07815426cd50dc7b9a26b1073b9014a19f18d62,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,119,"Current employee, less than 1 year",1.0,"Coconut Creek, FL",5.0,employment stability competitive pay benefit diverse workforce physical demand management challenge monotonous task high turnover rate fast spaced environment focus employee wellbeing encourage balance productivity employee health consider frequent break ergonomic assessment wellness program,0.8519,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T1_Physical_Degradation | T4_Supervisor_Inconsistency,,,,,,5136a9c440a74ec55f768d7db4bcb86bc0bda44ceb190d94051df0162fac21f6,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,120,Former employee,0.0,"Charlotte, NC",5.0,paid hour stay long enough get better pay well least ive heard treat like number robot,0.8442,positive,positive,T3_Pay_Benefits,2,HIGH,T3_Pay_Benefits | T5_Bathroom_Dignity,,,,,,d928366f55de7b8b0e900537531e018b7e1a4accf4321b4d99cb5c77884be85d,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,121,"Former employee, less than 1 year",1.0,"Calgary, AB",4.0,great benefit great people work work physically demanding,0.8834,positive,positive,T1_Physical_Degradation,1,HIGH,T1_Physical_Degradation,,,,,,f60161d2446f5b1f003a59a9c67e7514c8ac0121c14d85ee0014038dac5b8058,Workload & Burnout,Direct pipeline map,HIGH,
Glassdoor,122,"Former employee, less than 1 year",1.0,"Sioux Falls, SD",4.0,good pay company lovely colleague much heat lot noise,0.743,positive,positive,T3_Pay_Benefits,2,HIGH,T3_Pay_Benefits | T1_Physical_Degradation,,,,,,dcd872fa0bd6e914e8c1cc4efdd7f59661f3348789d7bb1d9861f48f22860a9d,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,123,Former employee,0.0,"St. Thomas, ON",2.0,good pay nice shift hour politics partiality play major role,0.7717,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T2_Nepotism_Advancement | T4_Supervisor_Inconsistency,,,,,,be15b72d3dffafd02b4043354caf814dfa00d1deb8fd9ad667d0a454dfd4b23a,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,124,Former employees,2.0,"Dartford, England",3.0,flexible working schedule good pay extremely physical employee treated machine sometimes,0.5267,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T1_Physical_Degradation | T5_Bathroom_Dignity,,,,,,069047c8332be00ceb4262300fcbc02ead378de94e21ceb496377925e61f4874,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,125,Former employee,0.0,"Ottawa, ON",1.0,good benefit valuable working experience opportunity learn grow poor management support lack understanding personal hardship unfair treatment injured job highpressure environment unrealistic expectation time treat associate respect dignity foster supportive environment especially challenging time ensure fair treatment employee including dealing workrelated injury,0.932,positive,positive,T4_Supervisor_Inconsistency,5,HIGH,T4_Supervisor_Inconsistency | T1_Physical_Degradation | T3_Pay_Benefits | T2_Nepotism_Advancement | T5_Bathroom_Dignity,,,,,,31fa8e16ebdd646713bea804f3e981ef461e0e13eadf27da5b3ee1f75bba27fb,Management & Communication,Direct pipeline map,HIGH,
Glassdoor,126,Former employee,0.0,"Bolton, ON",3.0,good pay considering warehouse job good new immigrant keep afloat tough market way much politics promotion special role nobody get unless good relation senior,0.8591,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T2_Nepotism_Advancement | T1_Physical_Degradation,,,,,,93b0479a5e3087a56cef1b09f245d2c7fdce05749d6318ac5d2f38788c976313,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,127,Current employee,0.0,Not Specified,4.0,mandatory overtime mandatory cross training constantly changing procedure standard flexible schedule many time option,0.3612,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T1_Physical_Degradation | T4_Supervisor_Inconsistency,,,,,,2aaa6c2404938f80cbea4c45d7799db7ce916dbbe55f42df68e5ae9622c0fc94,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,128,"Current employee, more than 3 years",9.0,"Little Rock, AR",2.0,benefit really great pay average though still favoritism upper management untouchable undefined get horrible manager slow death make sure bow upper management youll never promote fairly kudos people oriented manager care people self inflated ego,0.1602,positive,positive,T3_Pay_Benefits,4,HIGH,T3_Pay_Benefits | T4_Supervisor_Inconsistency | T1_Physical_Degradation | T2_Nepotism_Advancement,,,,,,20835d1f172b64280fdda404070273d10ae4aa550b466484c40568754027e4a7,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,129,"Former employee, more than 1 year",2.0,"Oak Creek, WI",3.0,many benefit wanting school offer help pay youre willing work mind business good place work opportunity swap day another available day help planned vacation use less pto upt physically draining peak youll feel day long schedule stretched one hour earlier morning extra day thats obligated work there much wellness center sick day pto upt unpaid time sick day dont dismiss opportunity employer explain happened write involved employer pov matter job,0.7762,positive,positive,T3_Pay_Benefits,4,HIGH,T3_Pay_Benefits | T1_Physical_Degradation | T4_Supervisor_Inconsistency | T5_Bathroom_Dignity,,,,,,5f99ce88279d9eae8fda97076062d4b6bf4970dce2b23eb4dee6d206d17b45ba,Compensation & Benefits,Direct pipeline map,HIGH,
Glassdoor,130,"Former employee, more than 1 year",2.0,"Delta, BC",3.0,benefit better pay labour job longer working hour poor management flexible,0.5106,positive,positive,T3_Pay_Benefits,3,HIGH,T3_Pay_Benefits | T4_Supervisor_Inconsistency | T1_Physical_Degradation,,,,,,19266739f6247b0ca188578b745b85a9e1ed40f0bc781474e3341e8806dd997d,Compensation & Benefits,Direct pipeline map,HIGH,
